"DisplayName";"Description";"Path"
"Require automatic OS image patching on Virtual Machine Scale Sets";"This policy enforces enabling automatic OS image patching on Virtual Machine Scale Sets to always keep Virtual Machines secure by safely applying latest security patches every month.";"https://github.com/Azure/azure-policy/tree/master/built-in-policies/policyDefinitions/Compute/VMSSOSUpgradeHealthCheck_Deny.json"
"allowed-disk-skus";"allowed-disk-skus";"https://github.com/Azure/Community-Policy/tree/master/Policies/Compute/allowed-disk-skus/azurepolicy.json"
"allowed-vm-os";"allowed-vm-os";"https://github.com/Azure/Community-Policy/tree/master/Policies/Compute/allowed-vm-os/azurepolicy.json"
"blocked-disk-skus";"blocked-disk-skus";"https://github.com/Azure/Community-Policy/tree/master/Policies/Compute/blocked-disk-skus/azurepolicy.json"
"Configure managed disks to disable public access";"Configure managed disks to disable public access";"https://github.com/Azure/Community-Policy/tree/master/Policies/Compute/Configure managed disks to disable public access/azurepolicy.json"
"deny-new-linux-vm-ssh-with-password";"deny-new-linux-vm-ssh-with-password";"https://github.com/Azure/Community-Policy/tree/master/Policies/Compute/deny-new-linux-vm-ssh-with-password/azurepolicy.json"
"deploy-hybrid-benefit-windows";"deploy-hybrid-benefit-windows";"https://github.com/Azure/Community-Policy/tree/master/Policies/Compute/deploy-hybrid-benefit-windows/azurepolicy.json"
"only_approved_vmss_extensions_should_be_installed";"only_approved_vmss_extensions_should_be_installed";"https://github.com/Azure/Community-Policy/tree/master/Policies/Compute/only_approved_vmss_extensions_should_be_installed/azurepolicy.json"
"VM use allowed Images";"VM use allowed Images";"https://github.com/Azure/Community-Policy/tree/master/Policies/Compute/VM use allowed Images/azurepolicy.json"
"[Preview] Deploy AAD Login For Linux SSH extension on Linux virtual machines";"[Preview] Deploy AAD Login For Linux SSH extension on Linux virtual machines";"https://github.com/Azure/Community-Policy/tree/master/Policies/Compute/[Preview] Deploy AAD Login For Linux SSH extension on Linux virtual machines/deploy-aadlogin.json"
"[Preview] Deploy AAD Login For Windows extension on Windows virtual machines";"[Preview] Deploy AAD Login For Windows extension on Windows virtual machines";"https://github.com/Azure/Community-Policy/tree/master/Policies/Compute/[Preview] Deploy AAD Login For Windows extension on Windows virtual machines/deploy-aadlogin.json"
